"dm","gdr","smk","age","sbp","chl","refv","N_AFR_ME","CSS_AFR","ESS_AFR","SSS_AFR","WSS_AFR","SN_LAT_AME","HI_N_AME","CAR","AND_LAT_AME","CEN_LAT_AME","TRO_LAT_AME","EAS_ASI","SOU_ASI","SE_ASI","CEN_ASI","HI_ASI_PAC","WES_EUR","CEN_EUR","EAS_EUR","OCE","AUS"
0,0,0,"45-49","120-139","<4","45-49_0_0_0_120-139_<4",4,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,1,1,2,3,1
0,0,0,"45-49","<120","<4","45-49_0_0_0_<120_<4",3,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1
0,0,0,"40-44",">=180","<4","40-44_0_0_0_>=180_<4",7,4,3,4,3,2,4,3,3,3,3,6,4,4,4,3,2,3,5,5,2
0,0,0,"40-44","160-179","<4","40-44_0_0_0_160-179_<4",5,3,2,3,2,2,3,3,2,2,2,4,3,3,2,2,1,2,3,3,1
0,0,0,"40-44","140-159","<4","40-44_0_0_0_140-159_<4",4,2,2,2,2,1,2,2,2,2,2,3,2,2,2,1,1,1,2,2,1
0,0,0,"40-44","120-139","<4","40-44_0_0_0_120-139_<4",3,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1
0,0,0,"40-44","<120","<4","40-44_0_0_0_<120_<4",2,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,0,0,1,1,0
0,0,0,"70-74",">=180","4-4.9","70-74_0_0_0_>=180_4-4.9",31,22,17,19,19,17,23,18,13,15,13,26,19,19,35,17,21,30,34,20,19
0,0,0,"70-74","160-179","4-4.9","70-74_0_0_0_160-179_4-4.9",27,19,14,16,16,14,19,15,11,13,11,22,16,16,28,14,17,24,28,17,15
0,0,0,"70-74","140-159","4-4.9","70-74_0_0_0_140-159_4-4.9",23,15,12,13,13,11,16,13,9,11,10,19,14,14,22,12,13,19,23,15,12
0,0,0,"70-74","120-139","4-4.9","70-74_0_0_0_120-139_4-4.9",20,13,10,11,11,9,13,11,8,9,8,16,12,11,17,10,10,14,19,13,10
0,0,0,"70-74","<120","4-4.9","70-74_0_0_0_<120_4-4.9",17,11,9,10,9,7,11,9,7,8,7,14,10,9,13,8,8,11,16,11,8
0,0,0,"65-69",">=180","4-4.9","65-69_0_0_0_>=180_4-4.9",25,17,13,15,15,12,17,14,10,12,10,21,15,15,24,13,15,21,25,16,13
0,0,0,"65-69","160-179","4-4.9","65-69_0_0_0_160-179_4-4.9",21,14,11,12,12,10,14,12,9,10,9,17,12,12,18,10,11,16,21,13,11
0,0,0,"65-69","140-159","4-4.9","65-69_0_0_0_140-159_4-4.9",18,11,9,10,10,8,11,10,7,8,7,14,10,10,14,8,9,12,16,11,8
0,0,0,"65-69","120-139","4-4.9","65-69_0_0_0_120-139_4-4.9",15,9,7,8,8,6,9,8,6,7,6,12,8,8,11,7,7,9,13,9,6
0,0,0,"65-69","<120","4-4.9","65-69_0_0_0_<120_4-4.9",13,7,6,7,6,5,7,6,5,5,5,10,7,7,8,5,5,7,10,8,5
0,0,0,"60-64",">=180","4-4.9","60-64_0_0_0_>=180_4-4.9",20,13,10,11,11,9,13,11,8,9,8,16,11,11,16,10,10,14,19,13,10
0,0,0,"60-64","160-179","4-4.9","60-64_0_0_0_160-179_4-4.9",16,10,8,9,9,7,10,9,7,7,7,13,9,9,12,8,8,10,15,10,7
0,0,0,"60-64","140-159","4-4.9","60-64_0_0_0_140-159_4-4.9",14,8,7,7,7,5,8,7,5,6,6,11,8,7,9,6,6,7,11,8,6
0,0,0,"60-64","120-139","4-4.9","60-64_0_0_0_120-139_4-4.9",11,6,5,6,6,4,6,6,4,5,5,9,6,6,7,5,4,5,9,7,4
0,0,0,"60-64","<120","4-4.9","60-64_0_0_0_<120_4-4.9",9,5,4,5,5,3,5,5,4,4,4,7,5,5,5,4,3,4,7,6,3
0,0,0,"55-59",">=180","4-4.9","55-59_0_0_0_>=180_4-4.9",16,9,8,9,8,6,10,8,6,7,6,13,9,9,11,7,7,10,14,10,7
0,0,0,"55-59","160-179","4-4.9","55-59_0_0_0_160-179_4-4.9",13,7,6,7,7,5,7,6,5,5,5,10,7,7,8,6,5,7,10,8,5
0,0,0,"55-59","140-159","4-4.9","55-59_0_0_0_140-159_4-4.9",10,6,5,5,5,4,6,5,4,4,4,8,6,5,6,4,4,5,8,6,4
0,0,0,"55-59","120-139","4-4.9","55-59_0_0_0_120-139_4-4.9",8,4,4,4,4,3,4,4,3,3,3,6,4,4,4,3,3,3,6,5,3
0,0,0,"55-59","<120","4-4.9","55-59_0_0_0_<120_4-4.9",7,3,3,3,3,2,3,3,3,3,3,5,4,3,3,3,2,2,4,4,2
0,0,0,"50-54",">=180","4-4.9","50-54_0_0_0_>=180_4-4.9",12,7,6,7,6,5,7,6,5,5,5,10,7,7,8,5,5,7,10,8,5
0,0,0,"50-54","160-179","4-4.9","50-54_0_0_0_160-179_4-4.9",10,5,5,5,5,3,5,5,4,4,4,8,5,5,6,4,3,4,7,6,3
0,0,0,"50-54","140-159","4-4.9","50-54_0_0_0_140-159_4-4.9",8,4,4,4,4,2,4,4,3,3,3,6,4,4,4,3,2,3,5,5,2
0,0,0,"50-54","120-139","4-4.9","50-54_0_0_0_120-139_4-4.9",6,3,3,3,3,2,3,3,2,2,3,4,3,3,3,2,2,2,4,4,2
0,0,0,"50-54","<120","4-4.9","50-54_0_0_0_<120_4-4.9",5,2,2,2,2,1,2,2,2,2,2,3,3,2,2,2,1,1,3,3,1
0,0,0,"45-49",">=180","4-4.9","45-49_0_0_0_>=180_4-4.9",10,5,5,5,5,3,5,5,4,4,4,8,5,5,6,4,3,5,7,6,3
0,0,0,"45-49","160-179","4-4.9","45-49_0_0_0_160-179_4-4.9",8,4,4,4,4,2,4,4,3,3,3,6,4,4,4,3,2,3,5,5,2
0,0,0,"45-49","140-159","4-4.9","45-49_0_0_0_140-159_4-4.9",6,3,3,3,3,2,3,3,2,2,2,4,3,3,3,2,2,2,4,4,2
0,0,0,"45-49","120-139","4-4.9","45-49_0_0_0_120-139_4-4.9",5,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,1,1,3,3,1
0,0,0,"45-49","<120","4-4.9","45-49_0_0_0_<120_4-4.9",4,2,2,2,1,1,2,2,1,1,1,2,2,2,1,1,1,1,2,2,1
0,0,0,"40-44",">=180","4-4.9","40-44_0_0_0_>=180_4-4.9",8,4,4,4,4,3,4,4,3,3,3,6,4,4,4,3,2,3,5,5,2
0,0,0,"40-44","160-179","4-4.9","40-44_0_0_0_160-179_4-4.9",6,3,3,3,3,2,3,3,2,2,2,5,3,3,3,2,2,2,4,4,2
0,0,0,"40-44","140-159","4-4.9","40-44_0_0_0_140-159_4-4.9",4,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,1,1,3,3,1
0,0,0,"40-44","120-139","4-4.9","40-44_0_0_0_120-139_4-4.9",3,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1
0,0,0,"40-44","<120","4-4.9","40-44_0_0_0_<120_4-4.9",3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,0,1,1,0
0,0,0,"70-74",">=180","5-5.9","70-74_0_0_0_>=180_5-5.9",32,23,17,19,20,19,24,19,14,16,14,27,20,20,39,18,23,32,36,21,20
0,0,0,"70-74","160-179","5-5.9","70-74_0_0_0_160-179_5-5.9",28,20,15,17,17,15,20,16,12,13,12,23,17,17,31,15,18,26,30,18,16
0,0,0,"70-74","140-159","5-5.9","70-74_0_0_0_140-159_5-5.9",24,16,13,14,14,12,17,14,10,11,10,20,14,14,24,12,14,20,25,15,13
0,0,0,"70-74","120-139","5-5.9","70-74_0_0_0_120-139_5-5.9",21,13,11,12,12,10,14,11,8,10,8,17,12,12,19,10,11,15,20,13,10
0,0,0,"70-74","<120","5-5.9","70-74_0_0_0_<120_5-5.9",18,11,9,10,10,8,12,10,7,8,7,14,10,10,15,8,9,12,17,11,8
0,0,0,"65-69",">=180","5-5.9","65-69_0_0_0_>=180_5-5.9",26,18,14,15,15,13,19,15,11,12,11,22,16,16,27,14,16,23,27,17,14
0,0,0,"65-69","160-179","5-5.9","65-69_0_0_0_160-179_5-5.9",22,15,11,13,13,11,15,12,9,10,9,18,13,13,20,11,12,17,22,14,11
0,0,0,"65-69","140-159","5-5.9","65-69_0_0_0_140-159_5-5.9",19,12,9,11,10,8,12,10,8,8,8,15,11,10,16,9,9,13,18,12,9
0,0,0,"65-69","120-139","5-5.9","65-69_0_0_0_120-139_5-5.9",16,10,8,9,8,7,10,8,6,7,6,12,9,9,12,7,7,10,14,10,7
0,0,0,"65-69","<120","5-5.9","65-69_0_0_0_<120_5-5.9",13,8,6,7,7,5,8,7,5,6,5,10,7,7,9,6,5,7,11,8,5
0,0,0,"60-64",">=180","5-5.9","60-64_0_0_0_>=180_5-5.9",21,14,11,12,12,10,14,11,8,10,9,17,12,12,18,10,11,16,20,13,10
0,0,0,"60-64","160-179","5-5.9","60-64_0_0_0_160-179_5-5.9",17,11,9,10,9,7,11,9,7,8,7,14,10,10,14,8,8,11,16,11,8
0,0,0,"60-64","140-159","5-5.9","60-64_0_0_0_140-159_5-5.9",14,9,7,8,8,6,9,7,6,6,6,11,8,8,10,6,6,8,12,9,6
0,0,0,"60-64","120-139","5-5.9","60-64_0_0_0_120-139_5-5.9",12,7,6,6,6,4,7,6,5,5,5,9,7,6,8,5,5,6,10,7,5
0,0,0,"60-64","<120","5-5.9","60-64_0_0_0_<120_5-5.9",10,5,5,5,5,3,6,5,4,4,4,7,5,5,6,4,3,4,7,6,3
0,0,0,"55-59",">=180","5-5.9","55-59_0_0_0_>=180_5-5.9",17,10,8,9,9,7,11,9,7,7,7,14,9,9,13,8,8,11,15,11,7
0,0,0,"55-59","160-179","5-5.9","55-59_0_0_0_160-179_5-5.9",14,8,7,7,7,5,8,7,5,6,6,11,8,7,9,6,6,8,11,8,6
0,0,0,"55-59","140-159","5-5.9","55-59_0_0_0_140-159_5-5.9",11,6,5,6,6,4,6,6,4,5,4,8,6,6,7,5,4,5,9,7,4
0,0,0,"55-59","120-139","5-5.9","55-59_0_0_0_120-139_5-5.9",9,5,4,5,4,3,5,4,3,4,4,6,5,4,5,4,3,4,6,5,3
0,0,0,"55-59","<120","5-5.9","55-59_0_0_0_<120_5-5.9",7,4,3,4,3,2,4,3,3,3,3,5,4,3,3,3,2,3,5,4,2
0,0,0,"50-54",">=180","5-5.9","50-54_0_0_0_>=180_5-5.9",13,8,7,7,7,5,8,7,5,6,5,11,7,7,9,6,5,7,11,8,5
0,0,0,"50-54","160-179","5-5.9","50-54_0_0_0_160-179_5-5.9",11,6,5,6,5,4,6,5,4,4,4,8,6,5,6,4,4,5,8,7,4
0,0,0,"50-54","140-159","5-5.9","50-54_0_0_0_140-159_5-5.9",9,4,4,4,4,3,5,4,3,3,3,6,5,4,4,3,3,3,6,5,3
0,0,0,"50-54","120-139","5-5.9","50-54_0_0_0_120-139_5-5.9",7,3,3,3,3,2,3,3,3,3,3,5,4,3,3,3,2,2,4,4,2
0,0,0,"50-54","<120","5-5.9","50-54_0_0_0_<120_5-5.9",5,3,2,3,2,1,3,2,2,2,2,4,3,2,2,2,1,1,3,3,1
0,0,0,"45-49",">=180","5-5.9","45-49_0_0_0_>=180_5-5.9",11,6,5,6,5,4,6,5,4,4,4,8,6,6,6,4,4,5,8,7,4
0,0,0,"45-49","160-179","5-5.9","45-49_0_0_0_160-179_5-5.9",8,4,4,4,4,3,4,4,3,3,3,6,4,4,4,3,3,3,6,5,3
0,0,0,"45-49","140-159","5-5.9","45-49_0_0_0_140-159_5-5.9",7,3,3,3,3,2,3,3,2,3,3,5,3,3,3,2,2,2,4,4,2
0,0,0,"45-49","120-139","5-5.9","45-49_0_0_0_120-139_5-5.9",5,2,2,2,2,1,2,2,2,2,2,3,3,2,2,2,1,1,3,3,1
0,0,0,"45-49","<120","5-5.9","45-49_0_0_0_<120_5-5.9",4,2,2,2,2,1,2,2,1,2,2,3,2,2,1,1,1,1,2,2,1
0,0,0,"40-44",">=180","5-5.9","40-44_0_0_0_>=180_5-5.9",8,4,4,4,4,3,4,4,3,3,4,7,4,4,4,3,3,3,6,5,3
0,0,0,"40-44","160-179","5-5.9","40-44_0_0_0_160-179_5-5.9",6,3,3,3,3,2,3,3,2,3,3,5,3,3,3,2,2,2,4,4,2
0,0,0,"40-44","140-159","5-5.9","40-44_0_0_0_140-159_5-5.9",5,2,2,2,2,1,2,2,2,2,2,3,3,2,2,2,1,1,3,3,1
0,0,0,"40-44","120-139","5-5.9","40-44_0_0_0_120-139_5-5.9",4,2,2,2,2,1,2,2,1,1,2,2,2,2,1,1,1,1,2,2,1
0,0,0,"40-44","<120","5-5.9","40-44_0_0_0_<120_5-5.9",3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,1,1,2,1
0,0,0,"70-74",">=180","6-6.9","70-74_0_0_0_>=180_6-6.9",33,25,18,20,21,20,26,20,14,17,14,28,21,21,43,19,25,35,39,22,21
0,0,0,"70-74","160-179","6-6.9","70-74_0_0_0_160-179_6-6.9",29,21,15,17,17,16,21,17,12,14,12,24,18,18,34,16,20,27,32,18,17
0,0,0,"70-74","140-159","6-6.9","70-74_0_0_0_140-159_6-6.9",25,17,13,15,15,13,18,14,10,12,10,20,15,15,26,13,15,21,26,16,14
0,0,0,"70-74","120-139","6-6.9","70-74_0_0_0_120-139_6-6.9",22,14,11,12,12,10,15,12,9,10,9,17,13,12,21,11,12,17,22,13,11
0,0,0,"70-74","<120","6-6.9","70-74_0_0_0_<120_6-6.9",19,12,9,10,10,8,12,10,7,8,8,14,11,10,16,9,10,13,18,11,9
0,0,0,"65-69",">=180","6-6.9","65-69_0_0_0_>=180_6-6.9",27,19,14,16,16,15,20,16,11,13,11,22,17,16,30,15,18,25,29,17,16
0,0,0,"65-69","160-179","6-6.9","65-69_0_0_0_160-179_6-6.9",23,16,12,13,13,11,16,13,10,11,10,19,14,13,23,12,14,19,24,15,12
0,0,0,"65-69","140-159","6-6.9","65-69_0_0_0_140-159_6-6.9",20,13,10,11,11,9,13,11,8,9,8,15,12,11,17,10,10,14,19,12,10
0,0,0,"65-69","120-139","6-6.9","65-69_0_0_0_120-139_6-6.9",17,10,8,9,9,7,11,9,7,7,7,13,10,9,13,8,8,11,15,10,8
0,0,0,"65-69","<120","6-6.9","65-69_0_0_0_<120_6-6.9",14,8,7,8,7,6,9,7,6,6,6,10,8,7,10,6,6,8,12,8,6
0,0,0,"60-64",">=180","6-6.9","60-64_0_0_0_>=180_6-6.9",22,15,11,13,13,11,15,12,9,10,9,18,13,13,21,11,12,17,22,14,11
0,0,0,"60-64","160-179","6-6.9","60-64_0_0_0_160-179_6-6.9",18,12,9,10,10,8,12,10,7,8,7,14,11,10,15,9,9,13,17,11,9
0,0,0,"60-64","140-159","6-6.9","60-64_0_0_0_140-159_6-6.9",15,9,8,8,8,6,10,8,6,7,6,12,9,8,11,7,7,9,14,9,7
0,0,0,"60-64","120-139","6-6.9","60-64_0_0_0_120-139_6-6.9",13,7,6,7,7,5,8,7,5,6,5,9,7,7,8,5,5,7,10,8,5
0,0,0,"60-64","<120","6-6.9","60-64_0_0_0_<120_6-6.9",11,6,5,6,5,4,6,5,4,4,4,7,6,5,6,4,4,5,8,6,4
0,0,0,"55-59",">=180","6-6.9","55-59_0_0_0_>=180_6-6.9",18,11,9,10,10,8,12,10,7,8,7,14,10,10,14,8,9,12,17,11,8
0,0,0,"55-59","160-179","6-6.9","55-59_0_0_0_160-179_6-6.9",15,9,7,8,8,6,9,8,6,6,6,11,8,8,10,7,6,8,13,9,6
0,0,0,"55-59","140-159","6-6.9","55-59_0_0_0_140-159_6-6.9",12,7,6,6,6,4,7,6,5,5,5,9,7,6,8,5,5,6,10,7,5
0,0,0,"55-59","120-139","6-6.9","55-59_0_0_0_120-139_6-6.9",10,5,5,5,5,3,5,5,4,4,4,7,5,5,5,4,3,4,7,6,3
0,0,0,"55-59","<120","6-6.9","55-59_0_0_0_<120_6-6.9",8,4,4,4,4,2,4,4,3,3,3,5,4,4,4,3,2,3,5,4,3
0,0,0,"50-54",">=180","6-6.9","50-54_0_0_0_>=180_6-6.9",14,9,7,8,8,6,9,7,6,6,6,11,8,8,10,6,6,8,12,9,6
0,0,0,"50-54","160-179","6-6.9","50-54_0_0_0_160-179_6-6.9",12,6,6,6,6,4,7,6,5,5,5,9,6,6,7,5,4,6,9,7,4
0,0,0,"50-54","140-159","6-6.9","50-54_0_0_0_140-159_6-6.9",9,5,4,5,4,3,5,5,4,4,4,7,5,5,5,4,3,4,7,5,3
0,0,0,"50-54","120-139","6-6.9","50-54_0_0_0_120-139_6-6.9",7,4,3,4,3,2,4,3,3,3,3,5,4,3,4,3,2,3,5,4,2
0,0,0,"50-54","<120","6-6.9","50-54_0_0_0_<120_6-6.9",6,3,3,3,3,2,3,3,2,2,2,4,3,3,2,2,1,2,4,3,2
0,0,0,"45-49",">=180","6-6.9","45-49_0_0_0_>=180_6-6.9",12,7,6,6,6,4,7,6,5,5,5,9,6,6,7,5,4,6,9,7,4
0,0,0,"45-49","160-179","6-6.9","45-49_0_0_0_160-179_6-6.9",9,5,4,5,4,3,5,4,4,4,4,7,5,5,5,4,3,4,7,5,3
0,0,0,"45-49","140-159","6-6.9","45-49_0_0_0_140-159_6-6.9",7,4,3,4,3,2,4,3,3,3,3,5,4,3,3,3,2,2,5,4,2
0,0,0,"45-49","120-139","6-6.9","45-49_0_0_0_120-139_6-6.9",6,3,2,3,2,2,3,3,2,2,2,4,3,2,2,2,1,2,3,3,2
0,0,0,"45-49","<120","6-6.9","45-49_0_0_0_<120_6-6.9",4,2,2,2,2,1,2,2,2,2,2,3,2,2,2,1,1,1,2,2,1
0,0,0,"40-44",">=180","6-6.9","40-44_0_0_0_>=180_6-6.9",9,5,4,5,5,3,5,5,4,4,4,7,5,5,5,4,3,4,7,6,3
0,0,0,"40-44","160-179","6-6.9","40-44_0_0_0_160-179_6-6.9",7,4,3,4,3,2,4,3,3,3,3,5,4,3,3,3,2,3,5,4,2
0,0,0,"40-44","140-159","6-6.9","40-44_0_0_0_140-159_6-6.9",6,3,2,3,2,2,3,3,2,2,2,4,3,2,2,2,1,2,3,3,1
0,0,0,"40-44","120-139","6-6.9","40-44_0_0_0_120-139_6-6.9",4,2,2,2,2,1,2,2,2,2,2,3,2,2,2,1,1,1,2,2,1
0,0,0,"40-44","<120","6-6.9","40-44_0_0_0_<120_6-6.9",3,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1
0,0,0,"70-74",">=180",">=7","70-74_0_0_0_>=180_>=7",34,26,19,21,22,21,27,21,15,18,15,29,22,22,47,21,27,37,41,22,23
0,0,0,"70-74","160-179",">=7","70-74_0_0_0_160-179_>=7",30,22,16,18,18,17,23,18,13,15,13,25,19,18,37,17,21,30,34,19,18
0,0,0,"70-74","140-159",">=7","70-74_0_0_0_140-159_>=7",26,18,14,15,15,14,19,15,11,13,11,21,16,15,29,14,17,23,28,16,15
0,0,0,"70-74","120-139",">=7","70-74_0_0_0_120-139_>=7",23,15,12,13,13,11,16,13,9,11,9,18,13,13,23,11,13,18,23,14,12
0,0,0,"70-74","<120",">=7","70-74_0_0_0_<120_>=7",20,13,10,11,11,9,13,11,8,9,8,15,11,11,18,9,10,14,19,12,10
0,0,0,"65-69",">=180",">=7","65-69_0_0_0_>=180_>=7",29,20,15,17,17,16,21,17,12,14,12,23,18,17,33,16,19,27,32,18,17
0,0,0,"65-69","160-179",">=7","65-69_0_0_0_160-179_>=7",24,17,13,14,14,13,17,14,10,12,10,19,15,14,26,13,15,21,26,15,13
0,0,0,"65-69","140-159",">=7","65-69_0_0_0_140-159_>=7",21,14,10,12,12,10,14,11,8,10,8,16,12,12,20,10,11,16,21,13,10
0,0,0,"65-69","120-139",">=7","65-69_0_0_0_120-139_>=7",18,11,9,10,10,8,11,9,7,8,7,13,10,10,15,8,9,12,16,11,8
0,0,0,"65-69","<120",">=7","65-69_0_0_0_<120_>=7",15,9,7,8,8,6,9,8,6,7,6,11,8,8,11,7,7,9,13,9,6
0,0,0,"60-64",">=180",">=7","60-64_0_0_0_>=180_>=7",23,16,12,14,14,12,16,13,10,11,10,19,14,14,24,12,14,19,24,15,13
0,0,0,"60-64","160-179",">=7","60-64_0_0_0_160-179_>=7",20,13,10,11,11,9,13,11,8,9,8,15,12,11,18,10,10,14,19,12,10
0,0,0,"60-64","140-159",">=7","60-64_0_0_0_140-159_>=7",16,10,8,9,9,7,10,9,7,7,7,12,9,9,13,8,8,10,15,10,7
0,0,0,"60-64","120-139",">=7","60-64_0_0_0_120-139_>=7",14,8,7,7,7,5,8,7,5,6,5,10,8,7,10,6,6,7,12,8,6
0,0,0,"60-64","<120",">=7","60-64_0_0_0_<120_>=7",11,6,5,6,6,4,7,6,4,5,4,8,6,6,7,5,4,5,9,6,4
0,0,0,"55-59",">=180",">=7","55-59_0_0_0_>=180_>=7",19,12,10,11,11,9,13,10,8,9,8,15,11,11,16,9,10,13,18,12,9
0,0,0,"55-59","160-179",">=7","55-59_0_0_0_160-179_>=7",16,10,8,9,8,7,10,8,6,7,6,12,9,8,12,7,7,10,14,9,7
0,0,0,"55-59","140-159",">=7","55-59_0_0_0_140-159_>=7",13,7,6,7,7,5,8,7,5,6,5,9,7,7,9,6,5,7,11,8,5
0,0,0,"55-59","120-139",">=7","55-59_0_0_0_120-139_>=7",11,6,5,5,5,4,6,5,4,4,4,7,6,5,6,4,4,5,8,6,4
0,0,0,"55-59","<120",">=7","55-59_0_0_0_<120_>=7",9,5,4,4,4,3,5,4,3,4,3,6,5,4,4,3,3,3,6,5,3
0,0,0,"50-54",">=180",">=7","50-54_0_0_0_>=180_>=7",16,9,8,9,8,6,10,8,6,7,6,12,9,8,12,7,7,9,14,10,7
0,0,0,"50-54","160-179",">=7","50-54_0_0_0_160-179_>=7",13,7,6,7,6,5,7,6,5,5,5,9,7,6,8,5,5,6,10,7,5
0,0,0,"50-54","140-159",">=7","50-54_0_0_0_140-159_>=7",10,5,5,5,5,3,6,5,4,4,4,7,5,5,6,4,4,4,8,6,4
0,0,0,"50-54","120-139",">=7","50-54_0_0_0_120-139_>=7",8,4,4,4,4,3,4,4,3,3,3,5,4,4,4,3,2,3,6,5,3
0,0,0,"50-54","<120",">=7","50-54_0_0_0_<120_>=7",7,3,3,3,3,2,3,3,2,3,2,4,3,3,3,2,2,2,4,4,2
0,0,0,"45-49",">=180",">=7","45-49_0_0_0_>=180_>=7",13,7,6,7,7,5,7,6,5,5,5,10,7,7,8,5,5,7,10,8,5
0,0,0,"45-49","160-179",">=7","45-49_0_0_0_160-179_>=7",10,5,5,5,5,3,6,5,4,4,4,7,5,5,6,4,3,4,7,6,4
0,0,0,"45-49","140-159",">=7","45-49_0_0_0_140-159_>=7",8,4,4,4,4,2,4,4,3,3,3,5,4,4,4,3,2,3,5,4,2
0,0,0,"45-49","120-139",">=7","45-49_0_0_0_120-139_>=7",6,3,3,3,3,2,3,3,2,2,2,4,3,3,3,2,2,2,4,3,2
0,0,0,"45-49","<120",">=7","45-49_0_0_0_<120_>=7",5,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,1,1,3,3,1
0,0,0,"40-44",">=180",">=7","40-44_0_0_0_>=180_>=7",10,6,5,5,5,4,6,5,4,4,4,8,6,5,6,4,4,5,8,6,4
0,0,0,"40-44","160-179",">=7","40-44_0_0_0_160-179_>=7",8,4,4,4,4,2,4,4,3,3,3,6,4,4,4,3,2,3,5,5,3
0,0,0,"40-44","140-159",">=7","40-44_0_0_0_140-159_>=7",6,3,3,3,3,2,3,3,2,2,2,4,3,3,3,2,2,2,4,3,2
0,0,0,"40-44","120-139",">=7","40-44_0_0_0_120-139_>=7",5,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,1,1,3,3,1
0,0,0,"40-44","<120",">=7","40-44_0_0_0_<120_>=7",4,2,2,2,1,1,2,2,1,1,1,2,2,1,1,1,1,1,2,2,1
0,0,1,"70-74",">=180","<4","70-74_0_0_1_>=180_<4",39,30,22,25,25,25,31,24,17,20,17,35,25,26,52,24,31,45,47,26,27
0,0,1,"70-74","160-179","<4","70-74_0_0_1_160-179_<4",34,25,19,21,22,20,26,20,15,17,15,30,21,22,42,20,25,36,39,23,22
0,0,1,"70-74","140-159","<4","70-74_0_0_1_140-159_<4",30,21,16,18,18,16,22,17,12,14,13,25,18,18,33,16,20,29,33,19,18
0,0,1,"70-74","120-139","<4","70-74_0_0_1_120-139_<4",26,18,14,15,15,13,18,15,11,12,11,21,15,15,26,14,16,22,27,17,14
0,0,1,"70-74","<120","<4","70-74_0_0_1_<120_<4",22,15,12,13,13,11,15,12,9,10,9,18,13,13,21,11,12,17,22,14,11
0,0,1,"65-69",">=180","<4","65-69_0_0_1_>=180_<4",33,25,19,21,21,20,26,20,14,17,14,29,21,21,40,19,24,35,38,22,21
0,0,1,"65-69","160-179","<4","65-69_0_0_1_160-179_<4",29,20,15,17,17,16,21,17,12,14,12,24,17,18,31,16,19,27,31,19,17
0,0,1,"65-69","140-159","<4","65-69_0_0_1_140-159_<4",24,17,13,14,14,12,17,14,10,12,10,20,15,15,24,13,15,21,25,16,13
0,0,1,"65-69","120-139","<4","65-69_0_0_1_120-139_<4",21,13,11,12,12,10,14,11,8,10,9,17,12,12,19,10,11,16,20,13,10
0,0,1,"65-69","<120","<4","65-69_0_0_1_<120_<4",18,11,9,10,10,8,11,9,7,8,7,14,10,10,14,8,9,12,16,11,8
0,0,1,"60-64",">=180","<4","60-64_0_0_1_>=180_<4",28,20,15,17,17,15,21,17,12,14,12,25,17,18,30,15,19,27,31,19,17
0,0,1,"60-64","160-179","<4","60-64_0_0_1_160-179_<4",24,16,13,14,14,12,17,13,10,11,10,20,14,14,23,12,14,20,25,15,13
0,0,1,"60-64","140-159","<4","60-64_0_0_1_140-159_<4",20,13,10,11,11,9,13,11,8,9,8,16,12,11,17,10,11,15,19,13,10
0,0,1,"60-64","120-139","<4","60-64_0_0_1_120-139_<4",17,10,8,9,9,7,11,9,7,7,7,13,10,9,13,8,8,11,15,10,8
0,0,1,"60-64","<120","<4","60-64_0_0_1_<120_<4",14,8,7,8,7,5,8,7,5,6,6,10,8,7,10,6,6,8,12,8,6
0,0,1,"55-59",">=180","<4","55-59_0_0_1_>=180_<4",24,16,13,14,14,12,17,14,10,11,10,21,14,15,23,12,14,20,25,16,13
0,0,1,"55-59","160-179","<4","55-59_0_0_1_160-179_<4",20,13,10,11,11,9,13,11,8,9,8,16,12,11,17,10,10,15,19,13,10
0,0,1,"55-59","140-159","<4","55-59_0_0_1_140-159_<4",16,10,8,9,9,7,10,9,7,7,7,13,9,9,12,8,8,10,15,10,7
0,0,1,"55-59","120-139","<4","55-59_0_0_1_120-139_<4",13,8,6,7,7,5,8,7,5,6,5,10,7,7,9,6,5,7,11,8,5
0,0,1,"55-59","<120","<4","55-59_0_0_1_<120_<4",11,6,5,6,5,4,6,5,4,5,4,8,6,5,6,4,4,5,8,6,4
0,0,1,"50-54",">=180","<4","50-54_0_0_1_>=180_<4",20,13,11,12,12,9,14,11,8,9,9,17,12,12,17,10,11,15,20,13,10
0,0,1,"50-54","160-179","<4","50-54_0_0_1_160-179_<4",17,10,8,9,9,7,10,9,7,7,7,13,9,9,12,8,8,11,15,10,7
0,0,1,"50-54","140-159","<4","50-54_0_0_1_140-159_<4",13,8,6,7,7,5,8,7,5,6,5,10,7,7,9,6,5,7,11,8,5
0,0,1,"50-54","120-139","<4","50-54_0_0_1_120-139_<4",11,6,5,6,5,4,6,5,4,4,4,8,6,5,6,4,4,5,8,6,4
