"dm","gdr","smk","age","sbp","chl","refv","N_AFR_ME","CSS_AFR","ESS_AFR","SSS_AFR","WSS_AFR","SN_LAT_AME","HI_N_AME","CAR","AND_LAT_AME","CEN_LAT_AME","TRO_LAT_AME","EAS_ASI","SOU_ASI","SE_ASI","CEN_ASI","HI_ASI_PAC","WES_EUR","CEN_EUR","EAS_EUR","OCE","AUS"
1,1,1,"55-59","160-179","<4","55-59_1_1_1_160-179_<4",34,21,20,19,20,22,26,20,15,17,17,29,20,22,40,19,24,30,33,22,24
1,1,1,"55-59","140-159","<4","55-59_1_1_1_140-159_<4",27,16,16,15,15,18,21,15,12,13,13,22,16,16,29,16,19,23,27,17,19
1,1,1,"55-59","120-139","<4","55-59_1_1_1_120-139_<4",21,13,12,12,12,14,17,12,9,10,10,17,13,12,21,13,15,17,22,14,15
1,1,1,"55-59","<120","<4","55-59_1_1_1_<120_<4",17,10,9,9,9,11,14,9,7,8,8,12,10,9,15,10,11,13,17,11,12
1,1,1,"50-54",">=180","<4","50-54_1_1_1_>=180_<4",37,24,23,22,23,24,29,22,17,19,19,35,22,25,44,21,27,35,37,25,27
1,1,1,"50-54","160-179","<4","50-54_1_1_1_160-179_<4",29,18,18,17,17,19,23,17,13,14,15,26,18,19,32,17,21,26,29,20,21
1,1,1,"50-54","140-159","<4","50-54_1_1_1_140-159_<4",23,14,13,13,13,15,18,13,10,11,11,19,14,14,23,13,16,19,23,15,16
1,1,1,"50-54","120-139","<4","50-54_1_1_1_120-139_<4",18,10,10,10,10,12,14,10,8,8,9,14,11,10,16,11,12,14,18,12,13
1,1,1,"50-54","<120","<4","50-54_1_1_1_<120_<4",13,8,8,7,7,9,11,7,6,6,7,10,8,7,11,8,9,10,14,9,10
1,1,1,"45-49",">=180","<4","45-49_1_1_1_>=180_<4",33,21,21,19,20,22,26,20,15,16,17,31,20,22,37,19,24,31,33,23,24
1,1,1,"45-49","160-179","<4","45-49_1_1_1_160-179_<4",26,16,15,14,15,17,20,15,11,12,13,23,15,16,26,15,18,22,26,17,18
1,1,1,"45-49","140-159","<4","45-49_1_1_1_140-159_<4",19,12,11,11,11,13,16,11,8,9,10,16,12,12,18,12,13,15,20,13,14
1,1,1,"45-49","120-139","<4","45-49_1_1_1_120-139_<4",15,9,8,8,8,10,12,8,6,7,7,11,9,8,12,9,10,11,15,10,10
1,1,1,"45-49","<120","<4","45-49_1_1_1_<120_<4",11,6,6,6,6,7,9,6,5,5,5,8,7,6,8,7,7,8,12,7,8
1,1,1,"40-44",">=180","<4","40-44_1_1_1_>=180_<4",30,19,18,17,18,19,24,17,13,15,15,29,17,19,31,17,21,27,30,21,21
1,1,1,"40-44","160-179","<4","40-44_1_1_1_160-179_<4",22,14,13,12,13,14,18,13,10,11,11,20,13,14,21,13,15,19,23,15,16
1,1,1,"40-44","140-159","<4","40-44_1_1_1_140-159_<4",16,10,10,9,9,11,14,9,7,8,8,14,10,10,14,10,11,13,17,11,12
1,1,1,"40-44","120-139","<4","40-44_1_1_1_120-139_<4",12,7,7,6,7,8,10,6,5,6,6,10,7,7,9,8,8,9,13,8,9
1,1,1,"40-44","<120","<4","40-44_1_1_1_<120_<4",9,5,5,5,5,6,8,5,4,4,5,6,5,5,6,6,6,6,10,6,7
1,1,1,"70-74",">=180","4-4.9","70-74_1_1_1_>=180_4-4.9",61,41,40,39,41,42,48,40,30,35,32,54,41,45,87,35,50,61,57,39,45
1,1,1,"70-74","160-179","4-4.9","70-74_1_1_1_160-179_4-4.9",53,35,34,33,34,36,41,34,25,29,27,45,35,37,77,30,42,52,50,33,39
1,1,1,"70-74","140-159","4-4.9","70-74_1_1_1_140-159_4-4.9",46,29,28,28,28,31,36,28,21,24,22,38,30,31,65,26,35,43,44,28,33
1,1,1,"70-74","120-139","4-4.9","70-74_1_1_1_120-139_4-4.9",39,24,23,23,24,26,31,23,18,20,19,31,25,25,54,22,30,36,38,24,28
1,1,1,"70-74","<120","4-4.9","70-74_1_1_1_<120_4-4.9",33,20,19,19,19,22,26,19,15,17,16,25,21,20,43,19,24,29,32,20,24
1,1,1,"65-69",">=180","4-4.9","65-69_1_1_1_>=180_4-4.9",56,37,36,35,36,38,43,36,27,31,29,49,37,40,79,31,44,55,53,36,41
1,1,1,"65-69","160-179","4-4.9","65-69_1_1_1_160-179_4-4.9",48,31,30,29,30,32,37,29,22,25,24,40,31,32,67,27,37,46,45,30,34
1,1,1,"65-69","140-159","4-4.9","65-69_1_1_1_140-159_4-4.9",40,25,24,24,24,27,31,24,18,21,20,33,25,26,55,22,30,37,39,25,29
1,1,1,"65-69","120-139","4-4.9","65-69_1_1_1_120-139_4-4.9",33,20,20,19,20,22,26,19,15,17,16,26,21,21,43,19,25,29,33,21,24
1,1,1,"65-69","<120","4-4.9","65-69_1_1_1_<120_4-4.9",28,17,16,15,16,18,22,16,12,14,13,21,17,16,33,16,20,23,27,17,20
1,1,1,"60-64",">=180","4-4.9","60-64_1_1_1_>=180_4-4.9",51,33,32,31,32,34,40,32,24,27,26,45,33,35,71,28,40,49,48,33,37
1,1,1,"60-64","160-179","4-4.9","60-64_1_1_1_160-179_4-4.9",42,27,26,25,26,28,33,26,19,22,21,36,27,28,58,24,32,40,41,27,30
1,1,1,"60-64","140-159","4-4.9","60-64_1_1_1_140-159_4-4.9",35,21,21,20,21,23,27,20,16,18,17,28,22,22,45,20,26,31,34,22,25
1,1,1,"60-64","120-139","4-4.9","60-64_1_1_1_120-139_4-4.9",28,17,17,16,16,19,23,16,12,14,14,22,18,17,34,16,21,24,28,18,20
1,1,1,"60-64","<120","4-4.9","60-64_1_1_1_<120_4-4.9",23,14,13,13,13,15,19,13,10,11,11,17,14,13,25,13,16,19,23,14,17
1,1,1,"55-59",">=180","4-4.9","55-59_1_1_1_>=180_4-4.9",46,30,29,28,29,31,36,28,21,24,23,41,29,31,62,26,35,44,44,30,33
1,1,1,"55-59","160-179","4-4.9","55-59_1_1_1_160-179_4-4.9",38,23,23,22,23,25,29,22,17,19,18,32,23,24,48,21,28,34,37,24,27
1,1,1,"55-59","140-159","4-4.9","55-59_1_1_1_140-159_4-4.9",30,18,18,17,18,20,24,17,13,15,15,24,19,19,36,17,22,26,30,19,22
1,1,1,"55-59","120-139","4-4.9","55-59_1_1_1_120-139_4-4.9",24,14,14,13,14,16,19,13,10,12,12,18,15,14,27,14,17,20,24,15,17
1,1,1,"55-59","<120","4-4.9","55-59_1_1_1_<120_4-4.9",19,11,11,10,10,13,16,10,8,9,9,14,12,11,19,11,13,15,19,12,14
1,1,1,"50-54",">=180","4-4.9","50-54_1_1_1_>=180_4-4.9",42,26,26,25,25,28,33,25,19,21,21,37,26,28,54,23,31,39,40,27,30
1,1,1,"50-54","160-179","4-4.9","50-54_1_1_1_160-179_4-4.9",33,20,20,19,20,22,26,19,15,17,16,28,20,21,40,19,24,29,33,21,24
1,1,1,"50-54","140-159","4-4.9","50-54_1_1_1_140-159_4-4.9",26,16,15,14,15,17,21,15,11,13,13,21,16,16,29,15,18,22,26,17,19
1,1,1,"50-54","120-139","4-4.9","50-54_1_1_1_120-139_4-4.9",20,12,12,11,11,13,16,11,9,10,10,15,12,12,20,12,14,16,21,13,15
1,1,1,"50-54","<120","4-4.9","50-54_1_1_1_<120_4-4.9",16,9,9,8,8,10,13,8,7,7,7,11,9,8,14,10,11,12,16,10,11
1,1,1,"45-49",">=180","4-4.9","45-49_1_1_1_>=180_4-4.9",38,24,23,22,23,25,29,22,17,19,19,34,23,25,46,21,28,35,37,25,27
1,1,1,"45-49","160-179","4-4.9","45-49_1_1_1_160-179_4-4.9",29,18,17,16,17,19,23,17,13,14,14,25,18,18,33,17,21,25,29,19,21
1,1,1,"45-49","140-159","4-4.9","45-49_1_1_1_140-159_4-4.9",22,13,13,12,13,15,18,12,10,11,11,18,13,13,23,13,15,18,23,14,16
1,1,1,"45-49","120-139","4-4.9","45-49_1_1_1_120-139_4-4.9",17,10,10,9,9,11,14,9,7,8,8,12,10,9,16,10,11,13,18,11,12
1,1,1,"45-49","<120","4-4.9","45-49_1_1_1_<120_4-4.9",13,7,7,7,7,9,11,7,6,6,6,9,8,7,11,8,8,9,14,8,9
1,1,1,"40-44",">=180","4-4.9","40-44_1_1_1_>=180_4-4.9",34,21,21,20,20,22,27,20,15,17,17,30,20,22,39,19,24,31,33,23,24
1,1,1,"40-44","160-179","4-4.9","40-44_1_1_1_160-179_4-4.9",26,15,15,14,15,17,20,14,11,12,13,22,15,16,27,15,18,22,26,17,18
1,1,1,"40-44","140-159","4-4.9","40-44_1_1_1_140-159_4-4.9",19,11,11,10,11,13,16,11,8,9,9,15,11,11,18,11,13,15,20,12,14
1,1,1,"40-44","120-139","4-4.9","40-44_1_1_1_120-139_4-4.9",14,8,8,8,8,9,12,8,6,7,7,10,9,8,12,9,9,10,15,9,10
1,1,1,"40-44","<120","4-4.9","40-44_1_1_1_<120_4-4.9",10,6,6,5,6,7,9,5,5,5,5,7,6,5,8,7,7,7,11,7,8
1,1,1,"70-74",">=180","5-5.9","70-74_1_1_1_>=180_5-5.9",65,45,43,43,44,46,51,44,33,38,34,57,45,49,92,38,54,66,61,42,48
1,1,1,"70-74","160-179","5-5.9","70-74_1_1_1_160-179_5-5.9",57,38,37,36,38,39,44,37,28,32,29,49,39,41,84,32,46,57,54,36,42
1,1,1,"70-74","140-159","5-5.9","70-74_1_1_1_140-159_5-5.9",50,32,31,30,31,34,39,31,24,27,24,41,33,34,73,28,39,48,47,30,36
1,1,1,"70-74","120-139","5-5.9","70-74_1_1_1_120-139_5-5.9",43,27,26,25,26,29,33,26,20,23,21,34,28,28,62,24,33,40,41,26,31
1,1,1,"70-74","<120","5-5.9","70-74_1_1_1_<120_5-5.9",36,22,22,21,22,24,28,21,16,19,17,27,23,23,51,20,27,33,35,22,26
1,1,1,"65-69",">=180","5-5.9","65-69_1_1_1_>=180_5-5.9",60,40,39,39,40,42,47,40,30,35,31,53,41,44,87,34,49,60,57,38,44
1,1,1,"65-69","160-179","5-5.9","65-69_1_1_1_160-179_5-5.9",52,34,33,32,33,35,40,33,25,29,26,43,34,36,76,29,41,50,49,32,38
1,1,1,"65-69","140-159","5-5.9","65-69_1_1_1_140-159_5-5.9",44,28,27,26,27,30,34,27,20,23,21,35,29,29,64,25,34,41,42,27,32
1,1,1,"65-69","120-139","5-5.9","65-69_1_1_1_120-139_5-5.9",37,23,22,21,22,25,29,22,17,19,18,28,24,23,51,21,28,33,36,22,27
1,1,1,"65-69","<120","5-5.9","65-69_1_1_1_<120_5-5.9",31,19,18,17,18,20,24,18,14,15,14,23,19,19,40,17,23,27,30,18,22
1,1,1,"60-64",">=180","5-5.9","60-64_1_1_1_>=180_5-5.9",55,37,35,35,36,38,43,36,27,31,28,48,37,40,80,31,44,55,52,35,41
1,1,1,"60-64","160-179","5-5.9","60-64_1_1_1_160-179_5-5.9",47,30,29,28,29,32,36,29,22,25,23,39,30,32,67,26,36,45,45,29,34
1,1,1,"60-64","140-159","5-5.9","60-64_1_1_1_140-159_5-5.9",39,24,23,23,23,26,30,23,18,20,19,31,25,25,54,22,29,35,38,24,28
1,1,1,"60-64","120-139","5-5.9","60-64_1_1_1_120-139_5-5.9",32,19,19,18,19,21,25,18,14,16,15,24,20,19,42,18,24,28,31,19,23
1,1,1,"60-64","<120","5-5.9","60-64_1_1_1_<120_5-5.9",26,15,15,14,15,17,21,15,11,13,12,18,16,15,31,15,19,21,26,16,19
1,1,1,"55-59",">=180","5-5.9","55-59_1_1_1_>=180_5-5.9",51,33,32,31,32,34,40,32,24,28,26,44,33,35,73,29,40,50,48,32,37
1,1,1,"55-59","160-179","5-5.9","55-59_1_1_1_160-179_5-5.9",42,26,26,25,26,28,33,25,19,22,20,34,27,28,59,24,32,39,40,26,30
1,1,1,"55-59","140-159","5-5.9","55-59_1_1_1_140-159_5-5.9",34,21,20,20,20,23,27,20,15,17,16,26,21,21,45,19,25,30,33,21,24
1,1,1,"55-59","120-139","5-5.9","55-59_1_1_1_120-139_5-5.9",27,16,16,15,16,18,22,15,12,14,13,20,17,16,34,16,20,23,27,17,20
1,1,1,"55-59","<120","5-5.9","55-59_1_1_1_<120_5-5.9",22,13,12,12,12,14,18,12,9,11,10,15,13,12,24,13,15,17,22,13,16
1,1,1,"50-54",">=180","5-5.9","50-54_1_1_1_>=180_5-5.9",47,30,29,28,29,31,36,29,22,25,23,40,30,32,65,26,36,44,45,29,34
1,1,1,"50-54","160-179","5-5.9","50-54_1_1_1_160-179_5-5.9",38,23,23,22,23,25,29,22,17,19,18,30,24,24,50,21,28,34,36,23,27
1,1,1,"50-54","140-159","5-5.9","50-54_1_1_1_140-159_5-5.9",30,18,17,17,17,20,24,17,13,15,14,23,18,18,37,17,22,26,29,18,21
1,1,1,"50-54","120-139","5-5.9","50-54_1_1_1_120-139_5-5.9",23,14,13,13,13,15,19,13,10,11,11,17,14,13,27,14,17,19,24,14,17
1,1,1,"50-54","<120","5-5.9","50-54_1_1_1_<120_5-5.9",18,11,10,10,10,12,15,10,8,9,8,12,11,10,19,11,13,14,19,11,13
1,1,1,"45-49",">=180","5-5.9","45-49_1_1_1_>=180_5-5.9",42,27,26,25,26,28,33,26,19,22,21,36,27,28,57,24,32,40,41,27,30
1,1,1,"45-49","160-179","5-5.9","45-49_1_1_1_160-179_5-5.9",33,20,20,19,20,22,26,19,15,17,16,27,21,21,42,19,25,29,33,21,24
1,1,1,"45-49","140-159","5-5.9","45-49_1_1_1_140-159_5-5.9",26,15,15,14,15,17,21,15,11,13,12,19,16,15,30,15,18,21,26,16,19
1,1,1,"45-49","120-139","5-5.9","45-49_1_1_1_120-139_5-5.9",20,12,11,11,11,13,16,11,9,10,9,14,12,11,21,12,14,15,20,12,14
1,1,1,"45-49","<120","5-5.9","45-49_1_1_1_<120_5-5.9",15,9,8,8,8,10,13,8,6,7,7,10,9,8,14,9,10,11,16,9,11
1,1,1,"40-44",">=180","5-5.9","40-44_1_1_1_>=180_5-5.9",39,24,23,23,23,25,30,23,17,20,19,33,24,25,50,22,29,35,37,25,28
1,1,1,"40-44","160-179","5-5.9","40-44_1_1_1_160-179_5-5.9",30,18,17,17,17,19,23,17,13,15,14,24,18,18,35,17,21,25,29,19,21
1,1,1,"40-44","140-159","5-5.9","40-44_1_1_1_140-159_5-5.9",22,13,13,12,13,15,18,12,10,11,11,17,14,13,24,13,16,18,23,14,16
1,1,1,"40-44","120-139","5-5.9","40-44_1_1_1_120-139_5-5.9",17,10,9,9,9,11,14,9,7,8,8,11,10,9,16,10,12,13,17,10,12
1,1,1,"40-44","<120","5-5.9","40-44_1_1_1_<120_5-5.9",13,7,7,7,7,8,11,7,5,6,6,8,8,6,11,8,8,9,13,8,9
1,1,1,"70-74",">=180","6-6.9","70-74_1_1_1_>=180_6-6.9",69,48,47,47,48,49,54,48,36,42,37,61,50,54,96,41,59,71,65,44,52
1,1,1,"70-74","160-179","6-6.9","70-74_1_1_1_160-179_6-6.9",61,41,40,40,41,43,48,41,31,36,31,52,43,45,90,35,51,62,58,38,45
1,1,1,"70-74","140-159","6-6.9","70-74_1_1_1_140-159_6-6.9",54,35,34,34,35,37,42,34,26,30,27,44,36,38,81,30,43,53,51,33,39
1,1,1,"70-74","120-139","6-6.9","70-74_1_1_1_120-139_6-6.9",47,30,28,28,29,32,36,29,22,25,22,36,31,31,70,26,37,44,44,28,34
1,1,1,"70-74","<120","6-6.9","70-74_1_1_1_<120_6-6.9",40,25,24,23,24,27,31,24,18,21,19,30,26,25,58,22,31,36,38,23,29
1,1,1,"65-69",">=180","6-6.9","65-69_1_1_1_>=180_6-6.9",65,44,43,43,44,46,51,44,33,39,34,56,45,49,93,38,54,66,61,41,48
1,1,1,"65-69","160-179","6-6.9","65-69_1_1_1_160-179_6-6.9",56,37,36,36,37,39,44,37,28,32,28,47,38,40,84,32,46,56,53,35,41
1,1,1,"65-69","140-159","6-6.9","65-69_1_1_1_140-159_6-6.9",48,31,30,30,31,33,38,30,23,26,24,38,32,33,73,27,38,46,46,29,35
1,1,1,"65-69","120-139","6-6.9","65-69_1_1_1_120-139_6-6.9",41,26,25,24,25,28,32,25,19,22,19,31,27,26,60,23,32,38,39,24,29
1,1,1,"65-69","<120","6-6.9","65-69_1_1_1_<120_6-6.9",34,21,20,20,20,23,27,20,15,18,16,25,22,21,48,19,26,30,33,20,25
1,1,1,"60-64",">=180","6-6.9","60-64_1_1_1_>=180_6-6.9",61,41,39,39,40,42,47,40,30,35,31,52,42,44,88,35,50,61,57,38,45
1,1,1,"60-64","160-179","6-6.9","60-64_1_1_1_160-179_6-6.9",52,33,32,32,33,35,40,33,25,29,25,42,35,36,77,29,41,50,49,31,37
1,1,1,"60-64","140-159","6-6.9","60-64_1_1_1_140-159_6-6.9",43,27,26,26,27,29,34,26,20,23,21,33,28,28,64,24,34,40,41,26,31
1,1,1,"60-64","120-139","6-6.9","60-64_1_1_1_120-139_6-6.9",36,22,21,21,21,24,28,21,16,19,17,26,23,22,51,20,27,32,35,21,26
1,1,1,"60-64","<120","6-6.9","60-64_1_1_1_<120_6-6.9",30,18,17,17,17,20,23,17,13,15,14,20,19,17,39,17,22,25,29,17,21
1,1,1,"55-59",">=180","6-6.9","55-59_1_1_1_>=180_6-6.9",56,37,36,36,37,39,44,36,27,32,28,48,38,40,83,32,46,56,53,35,41
1,1,1,"55-59","160-179","6-6.9","55-59_1_1_1_160-179_6-6.9",47,30,29,28,29,32,36,29,22,25,23,38,31,32,70,26,37,45,45,28,34
1,1,1,"55-59","140-159","6-6.9","55-59_1_1_1_140-159_6-6.9",39,24,23,23,23,26,30,23,18,20,18,29,25,25,56,22,29,35,37,23,28
1,1,1,"55-59","120-139","6-6.9","55-59_1_1_1_120-139_6-6.9",31,19,18,18,18,21,25,18,14,16,15,22,20,19,42,18,23,27,31,18,23
1,1,1,"55-59","<120","6-6.9","55-59_1_1_1_<120_6-6.9",25,15,14,14,14,17,20,14,11,12,11,17,16,14,31,14,18,21,25,15,18
1,1,1,"50-54",">=180","6-6.9","50-54_1_1_1_>=180_6-6.9",52,34,33,32,33,36,41,33,25,29,26,44,35,36,77,29,42,51,49,32,38
1,1,1,"50-54","160-179","6-6.9","50-54_1_1_1_160-179_6-6.9",43,27,26,25,26,29,33,26,20,23,20,33,28,28,62,24,33,40,41,26,31
1,1,1,"50-54","140-159","6-6.9","50-54_1_1_1_140-159_6-6.9",34,21,20,20,20,23,27,20,15,17,16,25,22,21,47,19,26,30,33,20,25
1,1,1,"50-54","120-139","6-6.9","50-54_1_1_1_120-139_6-6.9",27,16,16,15,16,18,22,15,12,13,12,19,17,16,35,15,20,23,27,16,20
1,1,1,"50-54","<120","6-6.9","50-54_1_1_1_<120_6-6.9",21,12,12,12,12,14,17,12,9,10,10,14,13,12,24,12,15,17,22,12,16
1,1,1,"45-49",">=180","6-6.9","45-49_1_1_1_>=180_6-6.9",48,31,30,29,30,33,37,30,23,26,24,40,31,33,70,27,38,46,46,30,35
1,1,1,"45-49","160-179","6-6.9","45-49_1_1_1_160-179_6-6.9",38,24,23,22,23,26,30,23,17,20,18,30,25,24,54,22,29,35,37,23,28
1,1,1,"45-49","140-159","6-6.9","45-49_1_1_1_140-159_6-6.9",30,18,18,17,18,20,24,17,13,15,14,22,19,18,40,17,22,26,30,18,22
1,1,1,"45-49","120-139","6-6.9","45-49_1_1_1_120-139_6-6.9",24,14,13,13,13,16,19,13,10,11,11,16,15,13,28,13,17,19,24,14,17
1,1,1,"45-49","<120","6-6.9","45-49_1_1_1_<120_6-6.9",18,10,10,10,10,12,15,10,8,9,8,11,11,10,19,11,13,14,19,10,13
1,1,1,"40-44",">=180","6-6.9","40-44_1_1_1_>=180_6-6.9",44,28,27,26,27,30,34,27,20,23,22,36,28,29,63,25,34,42,42,27,32
1,1,1,"40-44","160-179","6-6.9","40-44_1_1_1_160-179_6-6.9",35,21,20,20,20,23,27,20,15,18,16,26,22,21,47,19,26,31,34,21,25
1,1,1,"40-44","140-159","6-6.9","40-44_1_1_1_140-159_6-6.9",27,16,15,15,15,18,21,15,12,13,12,19,17,15,33,15,19,22,26,16,19
1,1,1,"40-44","120-139","6-6.9","40-44_1_1_1_120-139_6-6.9",20,12,11,11,11,13,17,11,9,10,9,13,12,11,22,12,14,16,21,12,15
1,1,1,"40-44","<120","6-6.9","40-44_1_1_1_<120_6-6.9",15,9,8,8,8,10,13,8,6,7,7,9,9,8,15,9,11,11,16,9,12
1,1,1,"70-74",">=180",">=7","70-74_1_1_1_>=180_>=7",73,52,51,51,53,54,58,52,40,47,40,65,54,59,98,44,64,76,68,47,56
1,1,1,"70-74","160-179",">=7","70-74_1_1_1_160-179_>=7",66,45,43,44,45,47,51,45,34,40,34,56,47,50,94,38,56,67,61,41,49
1,1,1,"70-74","140-159",">=7","70-74_1_1_1_140-159_>=7",58,39,37,37,39,40,45,38,29,34,29,47,40,42,88,33,48,58,54,35,42
1,1,1,"70-74","120-139",">=7","70-74_1_1_1_120-139_>=7",51,33,31,31,32,35,39,32,24,28,25,39,34,35,78,29,41,49,48,30,37
1,1,1,"70-74","<120",">=7","70-74_1_1_1_<120_>=7",44,27,26,26,27,30,34,27,20,24,21,32,29,29,67,24,34,41,42,25,31
1,1,1,"65-69",">=180",">=7","65-69_1_1_1_>=180_>=7",70,49,47,47,49,50,55,49,37,43,37,60,51,54,97,41,60,72,65,44,52
1,1,1,"65-69","160-179",">=7","65-69_1_1_1_160-179_>=7",61,41,40,40,41,43,48,41,31,36,31,51,43,45,91,35,51,62,57,37,45
1,1,1,"65-69","140-159",">=7","65-69_1_1_1_140-159_>=7",53,35,33,33,34,37,41,34,26,30,26,42,36,37,82,30,43,52,50,32,39
1,1,1,"65-69","120-139",">=7","65-69_1_1_1_120-139_>=7",46,29,27,27,28,31,35,28,21,25,22,34,30,30,70,25,36,43,43,26,33
1,1,1,"65-69","<120",">=7","65-69_1_1_1_<120_>=7",38,23,23,22,23,26,30,23,17,20,18,27,25,24,57,21,30,35,37,22,28
1,1,1,"60-64",">=180",">=7","60-64_1_1_1_>=180_>=7",66,45,44,44,45,47,52,45,34,40,34,56,47,50,94,38,56,67,61,41,49
1,1,1,"60-64","160-179",">=7","60-64_1_1_1_160-179_>=7",57,38,36,36,37,39,44,37,28,33,28,46,39,41,86,32,47,56,53,34,41
1,1,1,"60-64","140-159",">=7","60-64_1_1_1_140-159_>=7",48,31,30,29,31,33,37,30,23,27,23,37,32,33,75,27,39,46,46,28,35
1,1,1,"60-64","120-139",">=7","60-64_1_1_1_120-139_>=7",41,25,24,24,25,27,31,24,18,21,19,29,27,26,61,23,31,37,39,23,29
1,1,1,"60-64","<120",">=7","60-64_1_1_1_<120_>=7",34,20,19,19,20,22,26,19,15,17,15,23,22,20,48,19,25,29,32,19,24
1,1,1,"55-59",">=180",">=7","55-59_1_1_1_>=180_>=7",62,42,40,40,42,44,48,41,31,37,32,52,44,46,91,36,52,63,58,38,46
1,1,1,"55-59","160-179",">=7","55-59_1_1_1_160-179_>=7",53,34,33,33,34,36,41,33,25,30,26,41,36,37,81,30,42,51,49,31,38
1,1,1,"55-59","140-159",">=7","55-59_1_1_1_140-159_>=7",44,27,26,26,27,30,34,27,20,24,21,32,29,29,67,24,34,41,42,25,31
1,1,1,"55-59","120-139",">=7","55-59_1_1_1_120-139_>=7",36,22,21,21,21,24,28,21,16,19,16,25,23,22,53,20,27,32,35,20,26
1,1,1,"55-59","<120",">=7","55-59_1_1_1_<120_>=7",29,17,17,16,17,19,23,16,13,15,13,19,19,17,40,16,22,25,28,16,21
1,1,1,"50-54",">=180",">=7","50-54_1_1_1_>=180_>=7",58,39,37,37,39,40,45,38,29,34,29,48,40,42,87,33,48,58,55,35,43
1,1,1,"50-54","160-179",">=7","50-54_1_1_1_160-179_>=7",48,31,30,29,31,33,37,30,23,27,23,37,32,33,74,27,39,46,46,28,35
1,1,1,"50-54","140-159",">=7","50-54_1_1_1_140-159_>=7",40,24,23,23,24,27,31,24,18,21,18,28,26,25,59,22,30,36,38,23,28
1,1,1,"50-54","120-139",">=7","50-54_1_1_1_120-139_>=7",32,19,18,18,18,21,25,18,14,16,14,21,20,19,45,18,24,27,31,18,23
1,1,1,"50-54","<120",">=7","50-54_1_1_1_<120_>=7",25,15,14,14,14,17,20,14,11,12,11,16,16,14,32,14,18,20,25,14,18
1,1,1,"45-49",">=180",">=7","45-49_1_1_1_>=180_>=7",55,36,34,34,35,38,42,35,27,31,27,44,37,38,83,31,44,54,51,33,40
1,1,1,"45-49","160-179",">=7","45-49_1_1_1_160-179_>=7",44,28,27,27,27,30,34,27,21,24,21,33,29,29,68,25,35,42,42,26,32
1,1,1,"45-49","140-159",">=7","45-49_1_1_1_140-159_>=7",36,21,21,20,21,24,28,21,16,18,16,25,23,22,52,20,27,31,34,20,25
1,1,1,"45-49","120-139",">=7","45-49_1_1_1_120-139_>=7",28,16,16,15,16,19,22,16,12,14,12,18,18,16,37,16,21,23,27,16,20
1,1,1,"45-49","<120",">=7","45-49_1_1_1_<120_>=7",22,12,12,12,12,15,18,12,9,11,10,13,14,12,26,12,16,17,22,12,16
1,1,1,"40-44",">=180",">=7","40-44_1_1_1_>=180_>=7",51,33,32,31,32,35,39,32,24,28,25,40,34,35,77,29,41,49,48,30,37
1,1,1,"40-44","160-179",">=7","40-44_1_1_1_160-179_>=7",41,25,24,24,25,27,32,24,19,21,19,30,27,26,61,23,31,37,39,23,29
1,1,1,"40-44","140-159",">=7","40-44_1_1_1_140-159_>=7",32,19,18,18,18,21,25,18,14,16,14,21,20,19,45,18,24,27,31,18,23
1,1,1,"40-44","120-139",">=7","40-44_1_1_1_120-139_>=7",25,14,14,13,14,16,20,14,10,12,11,15,15,14,31,14,18,20,24,14,18
1,1,1,"40-44","<120",">=7","40-44_1_1_1_<120_>=7",19,11,10,10,10,13,15,10,8,9,8,11,12,10,21,11,13,14,19,10,14
1,0,0,"70-74",">=180","<4","70-74_0_1_0_>=180_<4",41,32,24,26,27,27,34,26,18,22,18,37,27,28,57,26,34,49,50,28,29
1,0,0,"70-74","160-179","<4","70-74_0_1_0_160-179_<4",36,27,20,23,23,22,28,22,16,18,16,32,23,23,46,21,28,40,42,24,24
1,0,0,"70-74","140-159","<4","70-74_0_1_0_140-159_<4",31,23,17,19,19,18,24,19,13,16,13,27,20,20,37,18,22,32,36,21,19
1,0,0,"70-74","120-139","<4","70-74_0_1_0_120-139_<4",27,19,15,16,16,15,20,16,11,13,11,23,17,17,29,15,18,25,29,18,16
1,0,0,"70-74","<120","<4","70-74_0_1_0_<120_<4",24,16,12,14,14,12,17,13,10,11,10,19,14,14,23,12,14,19,24,15,13
1,0,0,"65-69",">=180","<4","65-69_0_1_0_>=180_<4",35,26,20,22,22,21,27,21,15,18,15,31,22,23,43,20,26,38,41,24,23
1,0,0,"65-69","160-179","<4","65-69_0_1_0_160-179_<4",30,21,16,18,18,17,22,18,13,15,13,26,18,19,34,17,20,29,33,20,18
1,0,0,"65-69","140-159","<4","65-69_0_1_0_140-159_<4",26,18,14,15,15,13,18,15,11,12,11,22,15,15,26,13,16,22,27,17,14
1,0,0,"65-69","120-139","<4","65-69_0_1_0_120-139_<4",22,14,11,13,12,10,15,12,9,10,9,18,13,13,20,11,12,17,22,14,11
1,0,0,"65-69","<120","<4","65-69_0_1_0_<120_<4",19,12,9,10,10,8,12,10,7,8,8,15,11,10,15,9,9,13,17,12,9
1,0,0,"60-64",">=180","<4","60-64_0_1_0_>=180_<4",29,21,16,18,18,16,22,17,12,14,13,26,18,19,32,16,20,28,32,20,18
1,0,0,"60-64","160-179","<4","60-64_0_1_0_160-179_<4",25,17,13,15,15,13,18,14,10,12,10,21,15,15,24,13,15,21,26,16,14
